id,premise,hypothesis,lang_abv,language,label
96b565713b,Falcı oynama çağrısı kolay kolay reddedilemez.,"Falcı oynama çağrısı kolayca reddedilmez, dedi adam.",tr,Turkish,1
e179d51a73,作为专业的礼貌，GAO将在进行中的任务期间将实质性媒体询问告知请求者。,在正在进行的任务中，GAO会将实质性媒体询问告知请求者。,zh-cn,Chinese,0
df6ccdabb0,Η διεύθυνση του καφέ έχει καθορίσει τους κανόνες για τη χρήση της εγκατάστασής τους.,Η διαχείριση του καφέ είναι εξαιρετικά χαλαρή.,el,Greek,2
3293210c58,Satın almadan önce etrafa baktığınızdan ve karşılaştırdığınızdan emin olun.,Satın almadan önce düşünmeyin ve karşılaştırmayın.,tr,Turkish,2
a40f4bcf12,يمتد الطريق الذي تصطف على جانبيه الأشجار أقل من ثلاث كتل إلى البحر.,يجب أن تسافر ميلين عبر الطريق المؤدي إلى البحر.,ar,Arabic,2
c533b1c234,"Die Reaktion des Regimes auf wilde Unterdrückung und zahlreiche andere Unfähigkeit führte 1848 zu einer dritten Revolution, bei der die Bonapartisten, angeführt von Napoleons Neffen, triumphierten.","Frankreich wurde von Napoleons Neffen regiert, nachdem sie 1848 eine Revolution gewonnen hatten.",de,German,0
46475ffe69,ہم مت mutیٹ کے ایک جوڑے رہے ہیں ، جنھوں نے اس سے کہیں زیادہ کاٹ لیا ہے جو وہ چبا سکتے ہیں۔,ہم بہت سے طریقوں سے کتوں کی طرح ہیں۔,ur,Urdu,1
f194aeaaff,"Nhiều người đã phải rời bỏ nơi sinh của mình, chạy đến Lesvos, Chios và Samos, những hòn đảo do Hy Lạp cai trị ngay ngoài khơi.",Người dân Hy Lạp đã gặp nguy hiểm.,vi,Vietnamese,1
4042a5a340,"1980 के दशक में, ईसाई डेमोक्रेट के साथ एक व्यावहारिक समाजवादी गठबंधन सरकार ने कुछ साल की असामान्य स्थिरता लाई।",1980 के दशक में पर्यावरण स्थिर था।,hi,Hindi,0
ba97410aa9,"Im Moment maximaler Anfälligkeit des Publikums hören wir zum ersten Mal, dass die Frau nicht wegen ihres Geschlechts, sondern wegen ihrer sexuellen Präferenz entlassen wurde.","Das Publikum war fassungslos zu erkennen, dass die Bigotterie, die wir kennengelernt hatten, nicht die Bigotterie war, die wir erwartet hatten.",de,German,1
ced246f023,وجدوا الكثير من المياه تتدفق من الجبال ، وأخشابًا أكثر مما يعرف أي شخص ماذا يفعل بها.,لقد وجدوا الكثير من المياه تتدفق من الجبال.,ar,Arabic,0
3d0ae979b7,إذا كان هناك أثر للخمول الاستوائي لا يزال يضيف إلى السحر في هذه المدينة من مقهى الرصيف وأشجار النخيل والأشجار ، فإن أي سبات ينتهي بالتأكيد بمجرد دخول أبواب كازينوهات ماكاو ، وهو مشهد لبعض أكثر المقامرة حيوية في غرب لاس فيجاس.,تقدم الكازينوهات في ماكاو عروض باهظة تتراوح من كباريه إلى مطاعم من فئة الخمس نجوم.,ar,Arabic,1
bfb6407cab,كان الأمر أشبه بالنظر إلى المرآة ، باستثناء الواقعية بشكل لا نهائي.,كان الأمر أكثر واقعية من النظر في المرآة.,ar,Arabic,0
903f7d4b21,Yağmur durmuştu ama yeşil parıltı etraflarındaki her şeyi boyadı.,Yağmur durduktan sonra yeşil parıltı etraflarındaki her şeyi boyadı.,tr,Turkish,0
22b97f78f6,3) ช่องว่างระหว่างผลผลิตของผู้หญิงและผลผลิตของผู้ชาย,ตัวเลขใกล้เคียงกันมาก,th,Thai,1
71196f19e7,ναι αυτό είναι ένα μεγάλο βήμα ναι,"Ναι, αυτό είναι ένα τεράστιο βήμα.",el,Greek,0
50967577cd,Έσκυψε για να μελετήσει τα μικροσκοπικά γρανάζια.,Έσκυψε για να εξετάσει τα διακοσμημένα γρανάζια.,el,Greek,0
602346009a,um-hum ndio kweli ni kweli unajua ni wangapi wanasema tunayo wanasheria wengi katika nchi hii na nadhani ninaishi karibu na Washington nikiwa Baltimore ni kama mtu mmoja kati ya watu wanne huko Washington,Kuna wanasheria wengi katika nchi hii.,sw,Swahili,0
1d1960406a,(อาจคล้าย Dungeons & amp,มันอาจดูเหมือนอย่างที่อาจารย์พูด Dungeons และ,th,Thai,1
7fb0985b6e,"Rudi kwenye mada ya mahojiano ya watu mashuhuri, majarida ya Uingereza yamechapisha idadi kubwa na mwigizaji Kate Winslet, nyota wa Titanic, kutangaza filamu mpya ya Uingereza aliyoifanya.",Magazeti ya Uingereza yaligomea Kate Winslet.,sw,Swahili,2
723b9ddff2,"Αυτοί οι άνδρες και οι γυναίκες της Κρεόλ που θα δουν να χορεύουν σωστά, κινούνταν τους γοφούς και τα γόνατά τους με αυτόν τον τρόπο από την παιδική ηλικία.",Είναι πολύ δύσκολο να μάθεις τον χορό ως ενήλικας.,el,Greek,1
cad1346b81,"о, да колко добре знам, че бях съкратен миналата година, но имах късмет, защото бях една от първите групи, които отидоха",Моята група беше последната съкратена група.,bg,Bulgarian,2
cefcf31341,Tam olarak ne olduğunu bilmiyorum. Dedim.,Mantıklı değilsin.,tr,Turkish,1
092f516c86,تو میں بھی اس سے پوری طرح اتفاق نہیں کرتا ہوں,میرے پاس ہر ایک پر شک کرنے کی مختلف وجوہات ہیں۔,ur,Urdu,1
66194b4590,इस परिवर्तन प्रयास के केंद्र में रणनीतिक मानव पूंजी प्रबंधन होना चाहिए।,मानव पूंजी प्रबंधन अत्यंत महत्वपूर्ण है,hi,Hindi,0
6021c5c289,क्या आपको लगता है कि मुझे चिंतित होना चाहिए?,क्या आप मानते हैं कि मुझे चिंतित होना चाहिए?,hi,Hindi,0
3ad543243a,"Posiblemente, pero la estricnina es una droga bastante rápida en su acción.",La estricnina es una corriente de agua que se mueve muy rápido.,es,Spanish,2
554bcbfd51,میں آپ کو بتاتا ہوں کہ میں کیا نہیں کروں گا جس میں سیٹ بیلٹ والی گاڑی نہ ہو جہاں اسے دروازے کے نیچے جھکا دیا گیا ہو,مجھے دروازہ کے نیچے سیٹ بیلٹ والی کار نہیں چاہئے۔,ur,Urdu,0
051512b534,"Ще си спомните моята поговорка, че е разумно да се пазите от хора, които не ви казват истината. """,Тук може да има нечестни хора.,bg,Bulgarian,1
216c791e52,نعم ، لقد قمت بتدوين ملاحظة مدتها خمس سنوات على سيارتي عندما كنت على حق عندما خرجت من الكلية ، ولن أفعل ذلك مرة أخرى ، لا يزال لدي بضع سنوات لأذهب وأنا,لقد قمت بتدوين ملاحظة لمدة أربع سنوات على سيارتي ، وكان قرارًا رائعًا.,ar,Arabic,2
95ef49a6a7,"Barney Frank, D-Mass., Ataingia kwenye sauti nzuri zaidi, wakati Rep.",Barney Frank hatakuwa na nukuu zozote nzuri.,sw,Swahili,2
d7a59d6472,"Женщина перекатила и вытащила два копья, прежде чем лошадь перекатилась и сломала остальные.","Они вращались на земле, хватая оружие.",ru,Russian,1
22bc882a07,"डाउनसाइज़िंग के साथ समवर्ती, खरीद नियमों को संशोधित करने की सुविधा देने के लिए एजेंसियों को अधिक लचीलापन और विकल्प प्राप्त करने के लिए अनुबंध के तरीकों का चयन करने की अनुमति दी गई है।","इस प्रकार की स्वतंत्रताओं के साथ फर्मों को प्रदान करने में डाउनसाइजिंग ने काफी मदद की, हालांकि अन्य कारकों ने भी योगदान दिया।",hi,Hindi,1
477f3d31f3,لعبة البلياردو ساخنة أيضًا.,يحب الناس البلياردو لأنها تساعد على الاسترخاء.,ar,Arabic,1
995bb6014b,Labda tunapaswa kuandaa wanamgambo.,Tunapaswa kuandaa wanamgambo kupambana na mapepo.,sw,Swahili,1
32328faa04,هل هم في كل مكان هم,هم فقط في منطقة واحدة.,ar,Arabic,2
e7f7ad8e72,bence bunlar şu anki evcil hayvan hikayelerimle ilgili,Evcil hayvanlarım pek çok maskaralık ve bunları paylaştığım için mutluyum.,tr,Turkish,1
b6e9c7d4e4,"никога няма да бъде заливан (Brit Hume, Fox News Sunday; Tony Blankley, Late Edition; Robert Novak, Capital Gang; Tucker Carlson, The McLaughlin Group). Средният начин е най-добре изразен от Хауърд Кърц („Запознайте се с пресата“ на NBC) - той се кара на Брил за неразкрити приноси в предизборната кампания и за прекомерно разтягане на съдебното му дело срещу Кенет Стар, но го аплодира, че хвърли светлина върху медиите.","Мъжът беше критикуван, че не разкрива напълно приноса си в кампанията.",bg,Bulgarian,0
84d6a3564d,"Alipovuka kizingiti, Tommy alileta picha hiyo chini na nguvu kali kichwani mwake.",Tommy alipita kizingiti na kuweka picha chini ya kichwa chake.,sw,Swahili,0
8f99bd3225,"Sonra, her zaman, Bayan Inglethorp'un yatak odasındaki dökülen vazoda burnumuzun dibinde miydi? Ağladım.",Her zaman yanımızdayken bu kadar uzağa ve sertçe bakmamızın aptalca olduğunu mu söylüyorsun?,tr,Turkish,1
e3210d46c5,ابتدائی Etruscans کے بارے میں کوئی زیادہ نہیں جانتا ہے۔,کوئی بھی ان کے بارے میں نہیں جانتا ہے ، کیونکہ وہ زیادہ دن سے موجود نہیں تھے۔,ur,Urdu,1
25a5d34327,是的，我认为该国的每个人都得到了预先批准,符合条件的每个人都可以被批准,zh-cn,Chinese,1
7cdbfb4057,حتى أواخر الستينيات ، كان مجلس الشيوخ يحترم (عددًا أقل بكثير) من المرشحين للرئاسة.,كان مجلس الشيوخ محترمًا لمرشحي الرئاسة.,ar,Arabic,0
43e14d7ef8,فرد واحد أو اثنان ، أجاب تومي بتواضع ، وانغمس في حفلته.,توقف تومي عن اللعب.,ar,Arabic,2
12e9dbd7cd,"Die Zelte waren niedergebrannt, aber es gab ein neues Gebäude, in dem sich das Hauptzelt befunden hatte.","Es gab ein Gebäude, in dem sich einst die Zelte befanden.",de,German,0
edd2649fdb,"Die FCC wird eine Mitteilung im Federal Register veröffentlichen, wenn eine solche Genehmigung erteilt wird.",Nach Erteilung der Genehmigung veröffentlicht die FCC keine Bekanntmachung im Bundesregister.,de,German,2
fc18f2ff10,तुम इसके बारे में क्या करने जा रहे हो?,तपस्या चिंतित थी कि कुछ भी नहीं किया जा सकता है।,hi,Hindi,1
a7a36b1a6f,"Veya uygunluk, halihazırda hamile olan veya en azından cinsel olarak aktif olanlarla sınırlandırılabilir; 13 yaşın üzerinde veya 21 yaşın altındakilere; veya bunların bazı kombinasyonları.","Uygunluk, büyük olasılıkla 13 yaşın üstündekilerle sınırlıdır.",tr,Turkish,1
8644915943,ایچ ایم اوہ ہے اوہ یہ بہت اچھا ہے اوہ ، کیا آپ کو پورا فائدہ ہوتا ہے؟,یہ آپ کے لئے بہت اچھا ہے ، لیکن کسی اور کے لئے نہیں۔,ur,Urdu,1
99d6a8e09e,La mayor parte de Francia entró con entusiasmo en la Primera Guerra Mundial y salió victoriosa pero desangrada.,La mayor parte de Francia apoyó la Primera Guerra Mundial.,es,Spanish,0
160df85d7d,"Ξεκινούν βήματα για να επιτραπεί η συμμετοχή στο διοικητικό συμβούλιο του προγράμματος να αντικατοπτρίζει την επιλέξιμη κοινότητα και να περιλαμβάνει εκπροσώπους από την κοινότητα χρηματοδότησης, εταιρείες και άλλους εταίρους.",Το διοικητικό συμβούλιο περιλαμβάνει αυτά από την κοινότητα χρηματοδότησης και εταιρείες,el,Greek,0
e852749fe6,"Biliyorum çünkü okudum çünkü bunu on yıl önce okudum, bu büyük mitingler yapıyorlardı ve insanlar sokaklarda yanıp sönen işaretler olacaktı evet ve diğer insanlar eyalette devlet olacaklar, eğer sen oradaysan Politikalarına aşinalar, çok uh ii, adının Latino olduğunu bilmiyorlar, arabalarında hoparlörleri var ve mahalleye koşup sana oy ver diyorlar, Pierre o ya da Pedro uh Pedro o en iyisi bu gerçekten komik",Oradaki siyasete pek aşina değilim.,tr,Turkish,2
2481de9380,เขาทำตัวเป็นฟองปลอม เขียนกอนโซแบบคำนวณครึ่งใจ; จากนั้นรวบรวมการตรวจไขมัน,เขาไม่เก็บเช็คก้อนโตเพื่อแลกกับการทำงานให้ตัวเองกลายเป็นฟองปลอม,th,Thai,2
a4ef5398fb,我们正在考虑将其中之一放入,我们计划明天购买其中之一。,zh-cn,Chinese,1
e42236dbd1,ฟุตบอลและเบสบอลและ,ทั้งฟุตบอลและเบสบอล,th,Thai,0
48fbca6c04,而且，实际上他们是关于这个的，他们有一个叫Herb Williams的人，我想应该是代替Tarpley的人，但是他，他只是没有进攻技巧,赫尔·威廉姆斯（Herb Williams）和塔普利（Tarpley）在技能上相当。,zh-cn,Chinese,2
2ff83e7af2,"um-hum um-hum um-hum, ναι, ναι, δεν ξέρω, νομίζω ότι είναι μια πολύ ενδιαφέρουσα συζήτηση που γνωρίζετε και και σίγουρα υπάρχουν πολλά πλεονεκτήματα και μειονεκτήματα γύρω από αυτό",Τα πλεονεκτήματα και τα μειονεκτήματα γύρω από αυτό το ζήτημα ήταν εκπληκτικά για τους φίλους μου.,el,Greek,1
b22ec44fcb,"塞法德（Safed）坐落在高耸的伽利略山丘上的陡峭山坡上，又是一个令人愉悦的乡村小镇，约有22,000人。",采法特（Safed）是一个有许多其他名字的村庄。,zh-cn,Chinese,0
3abaf51932,"अब तक, हालांकि, वैकल्पिक बिल-भुगतान विधियों में खो जाने वाले मेल टुकड़ों की संख्या प्रथम श्रेणी के वॉल्यूम पर किसी भी सामग्री के प्रभाव के लिए बहुत कम है।",खोई हुई मेल की मात्रा बहुत बड़ी है और वास्तव में मेल वॉल्यूम को प्रभावित करती है,hi,Hindi,2
99ba18b6f5,"Тя погребва останките му, за да пощади ужасната гледка на майка си.",Останките щяха да причинят мъка на майка й.,bg,Bulgarian,1
618d36e9ab,ในช่วงสงครามทั้งหมดเขาไม่เคยพยายามที่จะอนุรักษ์น้ำมัน,ทั้งสงครามเราเฝ้าระวังน้ำมันและพยายามขโมยมัน,th,Thai,2
359aed7c56,Anh có chắc là mình không tiết lộ danh tính của mình bằng mọi cách không? ”Tommy lắc đầu.,Bạn có chắc chắn rằng bạn đã không tiết lộ rằng họ của bạn là Smith trong bất kỳ cách nào?,vi,Vietnamese,1
e09d7015e8,"Les concentrations de pesticides ne doivent pas dépasser les valeurs des critères chroniques de qualité de l'eau ambiante de l'EPA, le cas échéant.",Il n'y a pas de valeur assignée pour la concentration maximale de pesticide dans l'eau.,fr,French,2
c33a72b908,"1 Giới hạn PMSD thấp hơn và cao hơn được xác định từ phân vị thứ 10 và 90 tương ứng, của dữ liệu PMSD từ Nghiên cứu về độ biến thiên liên phòng thí nghiệm WET của EPA (USEPA, 2001a; USEPA, 2001b).",Nghiên cứu về độ biến thiên liên phòng thí nghiệm WET của EPA đóng vai trò là tài liệu tham khảo cho các số PMSD trên và dưới.,vi,Vietnamese,0
7ab9373daf,所有这些网站将自动进入George Dubbawya的网站（www.georgewb​​ush.com）。,这些景点都是以乔治·W·布什为主题的。,zh-cn,Chinese,1
8d8c53f513,آپ کو معلوم ہے اور وہ اس کے بارے میں بات کر رہا تھا کہ وہ کسی کے بارے میں بات کر رہا تھا تیس فیصد ادائیگی کرنے پر کوئی ٹوٹ گیا,انہوں نے کہا کہ 30 فیصد سے زیادہ ادائیگی کرتے وقت ایسا نہیں ہے کہ کوئی کبھی بریک ہو گیا ہو۔,ur,Urdu,0
4278b4cc93,"Няма да те спра. """,Не искам да те спирам.,bg,Bulgarian,1
87893dc482,في الوقت الحاضر تحدها أعمدة قديمة وتصطف على جانبيها متاجر باهظة الثمن.,الآن محاط بأعمدة قديمة ومتاجر باهظة الثمن.,ar,Arabic,0
ade15b876c,گیرت کے انعام یافتہ مضامین میں سی آئی اے کی اس رپورٹ کا ذکر نہیں کیا گیا ہے جس میں یہ نتیجہ اخذ کیا گیا تھا کہ 1996 کے حادثے کے جائزے سے امریکی سلامتی کو کوئی نقصان نہیں پہنچا تھا۔,گیرت نے اپنے مضمون کو بہتر معلوم کرنے کے لئے اہم معلومات چھوڑ دیں۔,ur,Urdu,1
22c901d656,ήταν ένα είδος διπλού σημείου με μεγάλα μίλια την ώρα και λίγα χιλιόμετρα ανά ώρα τύπου uh που σημειώνει στο πλάι,Ένα σημάδι που εμφανίζει μόνο mph.,el,Greek,2
7d21a8f5fd,یہاں پیش کردہ تجزیہ دوسری دلیل کو حل کرنے کی کوشش ہے۔,دوسری دلیل یہ ہے کہ آفس لابی میں نئے پردے کے بغیر ترقی کی شرح میں اضافہ نہیں ہوسکتا ہے۔,ur,Urdu,1
06c1df23e7,"donc nous sommes vraiment bien ici dans la maison depuis décembre et nous avons planté des fleurs que nous ne pourrions jamais planter à San Antonio, euh",Nous avons planté des fleurs impossibles à planter lorsque nous étions à San Antonio.,fr,French,0
704101d8b5,"просто това е моралът на хората, което искам да кажа, предполагам, че всички сме отговорни за обществото, но ако имах дете, което правеше нещата толкова зле, не ги интересува никой, тези хора, от които крадат, просто големият лош богаташ","Ако моето дете открадна от други, това би било, защото смята, че са твърде богати.",bg,Bulgarian,0
ff3ceb312a,Die Kandidaten müssen eine Reihe von Fingerabdrücken zur Überprüfung durch das FBI einreichen.,Die Kandidaten müssen eine Reihe von Fingerabdrücken zur Überprüfung durch das FBI zur Sicherheitsüberprüfung einreichen.,de,German,1
499125c9b4,"καλά, δεν είναι μόνο ότι υπάρχουν αρκετές θέσεις εργασίας για τους ανθρώπους εδώ τώρα",Δεν είναι μόνο ότι οι άνθρωποι μπορούν να βρουν θέσεις εργασίας εδώ πιο εύκολα τώρα,el,Greek,0
75689ceeb0,"Несмотря на недавний ремонт, Meadows Mall - наименее привлекательный из трех пригородных торговых центров.","Торговый центр Meadows Mall не привлекает внимания, потому что он грязный и многолюдный, а магазины ужасные.",ru,Russian,1
c293a93227,Vaikuntaperumal هو معبد Vishnu من نفس الفترة ، ويشتهر بأعمدةه المرتفعة من النقوش المنحوتة الحيوية التي تُظهر العديد من مآثر ملوك Pallava.,تصور النقوش المنحوتة في معبد فيشنو قصصًا عن ملوك بالافا.,ar,Arabic,0
741b162abe,Мелатонин,Той няма мелатонин.,bg,Bulgarian,2
ea411bb54a,Nhưng còn rất nhiều nữa.,Còn rất nhiều nữa.,vi,Vietnamese,0
f18650be62,заплатил обратно,Долг оставалось накапливать.,ru,Russian,2
0ce76e0496,1996 میں یہ سنترپتی اور 125 ٹکڑوں کی واک کا سلسلہ بڑھا ہوا کیریئر روٹ میل حجم تھا۔,بہتر شدہ کیریئر روٹ 1997 سے پہلے متعارف کرایا گیا تھا۔,ur,Urdu,0
b76bbacbcf,"अन्य गांव बहुत कम विकसित हैं, और इसमें कई प्रसन्नता का सार निहित है।",दूसरे गाँव और बस्तियाँ उतनी विकसित नहीं हैं।,hi,Hindi,0
1d28c2cdc6,Ilistahili safari hiyo.,Haikustahili chochote.,sw,Swahili,2
ddcdd0a17d,"да и след това на всеки пет години трябва да ги изкопавате и изхвърляте и да започнете отначало, те не продължават вечно","Трябва да ги изкопавате на всеки пет години, да ги изхвърляте и след това да започнете отначало.",bg,Bulgarian,0
9aa7e3fa19,"Từ cái nhìn thứ hai, Jon đã thấy San'doro vật lộn với một người đàn ông to lớn hơn nhiều.","San'doro đang chiến đấu với một người đàn ông bóng tối, mạnh mẽ.",vi,Vietnamese,1
134cf828be,"Oh, öyleydi, hayır! Poirot, dürüstçe yanıtladı.",Poirot'a kedileri sevip sevmediğini sordum ve hayır dedi.,tr,Turkish,1
14c3021ec3,"Kumbuka, kuna zaidi ya Wahindi milioni 844 huko nje, na wengi wao watakuwa wakitembea kwa wakati mmoja na vile utakavyokuwa, kwa hivyo kushindana kwa viti vya ndege na vyumba vya hoteli.",Idadi ya watu wa India iko chini ya watu milioni 500.,sw,Swahili,2
da8f0ba2df,मैं तब तक जागता रहा जब तक मैंने जज नहीं किया कि सुबह के दो बजे होने चाहिए।,मैं आधी रात से पहले सो गया और सुबह छह बजे तक नहीं उठा।,hi,Hindi,2
16dbca5f32,"и не само, че ви отваря телефонни искания",Той също така отваря вратата за преместване на маркетингови разговори.,bg,Bulgarian,0
018a48397c,منظمة الصحة العالمية؟ سأل تومي.,استفسر تومي عن هوية الشخص.,ar,Arabic,0
61837a5569,1) ایف بی آئی کی انٹیلیجنس فائلوں سے پتہ چلتا ہے کہ ڈیموکریٹک فنڈ ریزر ماریا ہسیا چینی ایجنٹ رہی ہیں۔,ماریا ہسیا ایک ریپبلکن فنڈ رائزر ہے جس کے بارے میں ایف بی آئی کو معلومات ہیں۔,ur,Urdu,2
c262f305dc,แขนของเขาขึ้นมาเหนือดวงตาของเขาตัดแสงจ้า,ทุกอย่างมืดสนิทและเขามองไม่เห็นอะไรเลย,th,Thai,2
c8295c627a,"Кампании, кажется, достигают нового пула участников.",Новые люди решили пожертвовать на это дело,ru,Russian,0
aed92a8ed2,Η FCC έχει δημιουργήσει δύο κατηγορίες μικρών επιχειρήσεων για αυτήν την υπηρεσία με την έγκριση του SBA.,"Αν και η FCC περιμένει ακόμα την έγκριση του SBA, αποφάσισαν να δημιουργήσουν μόνο ένα επίπεδο.",el,Greek,2
4b4e1f07c8,ouais c'est la Ligue mondiale,Ce n'est pas la Ligue mondiale,fr,French,2
84a38ae698,我知道我没有太多哦,我没什么,zh-cn,Chinese,0
3c8b4f1364,ใช่แล้วนั่นไม่ใช่การอพยพจริงๆ,นั่นคือจุดสำคัญของการอพยพ,th,Thai,2
737fc0af26,Sự đảo ngược vai trò kỳ lạ nhất đang diễn ra ngay bây giờ và liên quan đến chính nền dân chủ.,Sự đảo ngược vai trò liên quan đến dân chủ là một điều tích cực.,vi,Vietnamese,1
c54e5a4eb3,[يتطلب التسجيل المجاني.,لا يتطلب تسجيل مجاني.,ar,Arabic,2
2bfd507d0b,เราเคยได้ยินเห็นรูปแบบนี้มาก่อน,เราไม่เคยเห็นหรือได้ยินรูปแบบนี้มาก่อน,th,Thai,2
0b049adcba,ndio uh ndio kabisa na chama cha mikopo kina riba ya asilimia tisa kwa hivyo ndio hivyo hiyo,Ndio na kuna riba ya asilimia tisa kwa chama cha mikopo.,sw,Swahili,0
7c1efe0126,在实施快速支付时要求内部控制指导的机构还设计了程序，以事后抽样为基础，而不是像传统上那样以100％的后付款验证为基础，来验证所订购商品的接收和接受。,要求提供指导的机构未参与设计新程序。,zh-cn,Chinese,2
5ea6fd8e0a,جنوبی افریقہ کے پادری جنھوں نے کلنٹن کو ایسا کرنے کی دعوت دی تھی ، کاغذ کے حوالے سے بتایا گیا ہے کہ ایک بار جب کلنٹن کھڑے ہوگئے ، تو وہ یہ سوچ رہے تھے کہ میرے کہنے سے یہ کتنی شرمندگی کا باعث بنی ہوگی ، براہ کرم بیٹھیں۔,ایک بار جنوبی افریقہ کے پادری نے کلنٹن کو بطور حوالہ پیپر میں دعوت دی۔,ur,Urdu,0
8285286392,یہ اچھا نہیں لگ رہا ہے۔,یہ واقعی بہت خراب لگتا ہے۔,ur,Urdu,0
0b9f70fd8a,Des bateaux utilisés quotidiennement se trouvent à quelques pas des bars et restaurants à la mode.,"Les bateaux et les bateaux restent toujours loin des bars et des restaurants, n'est-ce pas?",fr,French,2
4cf274a057,يضيف بعض المسافرين Molokai و Lanai إلى مساراتهم.,مولوكاي ولاناي بعيدان عن الطريق ويصعب التخطيط لهما.,ar,Arabic,1
719c74e533,وبالتالي ، فإن عدم التوازن في حجم البريد المتبادل يضخم تأثير المعدلات الأعلى نسبيًا في هذه البلدان.,توازن البريد الوارد والصادر متساوي تمامًا.,ar,Arabic,2
5a7d005edc,"ồ giống như nếu họ nói tôi tôi, chúng tôi chỉ cần nhập nó như thế",Đánh máy là một phần dễ dàng.,vi,Vietnamese,1
b82969b8c7,"Về phía nam, các làng chài trước đây là Sorrento và Positano đổ xuống những vách đá cheo leo của bờ biển Amalfi ngoằn ngoèo, được cho là một trong những con đường đẹp nhất thế giới.",Bờ biển Amalfi cách Positano.,vi,Vietnamese,2
195ef401b9,C'était donc traumatisant.,Le tour de montagnes russes a été une expérience traumatisante pour moi.,fr,French,1
088ef4c66f,"Kuna maonyesho ya mavazi ya nyanda za juu, kuonyesha jinsi ilivyokua kupitia karne.",Wanaonyesha aina tofauti za mavazi ya nyanda za juu.,sw,Swahili,0
82d73c126b,"Sobald die frommen Andachten jedoch vorbei sind, fließt Wein, Feuerwerk explodiert, Espetada (Kebab) -Stände gedeihen und Monte gewinnt für weitere 363 Tage die Normalität zurück.","Monte ist ein Ort, der ausschließlich der frommen Hingabe gewidmet ist.",de,German,2
5eb3a2b2d9,ระบบภาษีและเงินอุดหนุนที่ชาญฉลาดเพียงพอสามารถกระตุ้นให้ผู้คนทำรายงานที่ถูกต้องเกี่ยวกับความทุกข์ทางอารมณ์ของตนเอง,ได้รับการพิสูจน์ทางสถิติแล้วว่าระบบภาษีที่ชาญฉลาดสามารถกระตุ้นการรายงานความทุกข์ทางอารมณ์ได้อย่างแม่นยำ,th,Thai,1
50ad72364a,الأنظمة الغذائية للرجال في أوج عطائهم,خيارات الأكل الصحي للرجال المسنين بشكل مثالي.,ar,Arabic,0
9ad8cf4e2b,καλά ποιος σταθμός παίζει αυτό το είδος μουσικής,Ποιος ραδιοφωνικός σταθμός παίζει πολύ σύγχρονη χριστιανική μουσική;,el,Greek,1
3b3647435f,لیکن یقینا. ، یہ کہنے کا ایک اور طریقہ ہے کہ لبرل ڈیموکریسی - ایک قدر جو ہنٹنگٹن کو اخلاقی طور پر متبادلات سے بالاتر ہے - شاید کبھی بھی کچھ لوگوں کو اتنا فٹ نہیں آتا جتنا یہ ہمارے فٹ بیٹھتا ہے۔,لبرل جمہوریت کچھ لوگوں کے اتنے فٹ نہیں ہوسکتی ہے جتنی کہ یہ ہمارے فٹ بیٹھتی ہے۔,ur,Urdu,0
5145023423,"Это не кажется дорогим - в конце концов, они используют его в Бангладеш.","Если его используют в Бангладеш и остальной части Южной Азии, это дешевый товар.",ru,Russian,1
dc6d34e8fc,ndio ni dhahiri njia ya nje ya njia ambapo ambapo kama,Ndio. Kwa kweli kuna njia ya kutoka.,sw,Swahili,0
f1c261fbe7,pour moi maintenant l'adresse est la même tu connais mon adresse de mon bureau,Je suis au chômage.,fr,French,2
45f0a284fe,nenda kwenye mbuga za serikali zilizo na makao sita na zilizochunguzwa kidogo katika maeneo na kisha kusafiri matrekta na njia yote hadi kituo cha aina ya kambi ambazo uh unajua hali ya hewa kama hoteli na uh.,Hifadhi za serikali karibu kila wakati zimewekwa katika hali nzuri.,sw,Swahili,1
736205e72e,"Tuy nhiên, trường hợp theo chủ nghĩa xét lại không thỏa đáng và bị tranh cãi quá mức, nó đã khiến người ta nghiêm trọng rằng Hoa Kỳ có các lợi ích quốc gia và kinh tế rõ ràng và thấy Chiến tranh Lạnh là một cách bất thường thuận lợi để theo đuổi chúng.","Trong Chiến tranh Lạnh, Hoa Kỳ đã hành động phù hợp với lợi ích quốc gia của mình.",vi,Vietnamese,0
ce3d289567,"По оценкам Агентства по охране окружающей среды, выбросы ртути затронули 5,6 миллиона акров озер, эстуариев и водно-болотных угодий и 43 500 миль ручьев, рек и побережий.","Выброс ртути оказывает влияние на реки, ручьи и озера.",ru,Russian,0
81daf1a049,丹尼尔点点头，给我拿了一杯啤酒。,丹尼尔给我喝了一杯蕾。,zh-cn,Chinese,1
bfc9d900c2,مدريد هي القاعدة المثالية لاستكشاف قلب وروح إسبانيا ، مع ثروة من الرحلات النهارية الرائعة وثلاثية من المدن التي تم تكريمها من قبل اليونسكو على بعد ساعة أو نحو ذلك من المدينة.,يذهب معظم زوار مدريد في رحلات يومية إلى المدن القريبة التي تم تكريمها من قبل اليونسكو.,ar,Arabic,1
174305ff77,أصبحت مهووسة قليلاً بالصلصة.,تصبح مفرطة التركيز على الصلصة الخاصة بها.,ar,Arabic,0
f8269f515d,"General Accounting Office, Ein Modell für strategisches Humankapitalmanagement, GAO-02-373SP (Washington, D.C.: Mar.",Das GAO kann ein Modell für das strategische Humankapitalmanagement sein.,de,German,1
